timestamp,cpu_utilization,network_in,network_out,memory_usage,requests,error_rate,storage_free,billing_rate,cost_per_hour
2026-03-24T11:55:00+00:00,16.2029,15.1,93.54,20.16,789.5231,3.0503,14.79,0.9752,0.06625
2026-03-24T12:00:00+00:00,31.798,15.88,124.33,23.85,927.8556,0.554,14.33,0.9258,0.06625
2026-03-24T12:05:00+00:00,17.4616,10.76,133.71,23.58,624.9359,2.7909,15.11,1.1872,0.06625
2026-03-24T12:10:00+00:00,27.2714,14.81,134.07,30.1,1098.0443,3.377,15.06,1.1944,0.06625
2026-03-24T12:15:00+00:00,16.8263,12.18,158.93,21.06,452.6092,2.0997,14.79,1.0433,0.06625
2026-03-24T12:20:00+00:00,19.5557,10.0,121.83,27.79,391.8687,6.8147,14.61,1.2723,0.06625
2026-03-24T12:25:00+00:00,10.0718,11.07,219.39,10.07,766.221,4.856,14.67,1.4725,0.06625
2026-03-24T12:30:00+00:00,15.3176,10.92,174.26,10.7,589.3602,4.3545,14.99,1.5563,0.06625
2026-03-24T12:35:00+00:00,19.2632,10.0,115.2,6.02,485.4415,3.5286,14.88,1.6237,0.06625
2026-03-24T12:40:00+00:00,27.516,13.54,156.31,27.5,640.7325,5.5267,15.04,0.8056,0.06625
2026-03-24T12:45:00+00:00,19.3319,12.84,157.66,26.72,609.6285,0.8739,14.92,0.8511,0.06625
2026-03-24T12:50:00+00:00,26.3023,10.0,207.39,28.28,802.5336,4.7406,15.09,1.1131,0.06625
2026-03-24T12:55:00+00:00,21.8444,10.0,124.62,17.26,644.8823,0.0175,14.97,1.2241,0.06625
2026-03-24T13:00:00+00:00,25.9009,11.98,179.12,16.35,592.7471,0.8713,15.06,1.0974,0.06625
2026-03-24T13:05:00+00:00,15.7822,10.0,146.04,19.44,726.3142,3.1228,14.48,1.0031,0.06625
2026-03-24T13:10:00+00:00,30.4778,11.53,212.15,30.4,981.0911,4.4664,14.65,1.0776,0.06625
2026-03-24T13:15:00+00:00,13.2241,13.26,203.0,32.15,1095.217,0.3072,14.82,1.3139,0.06625
2026-03-24T13:20:00+00:00,11.5377,10.0,153.11,25.85,764.4726,0.9749,15.11,0.7701,0.06625
2026-03-24T13:25:00+00:00,8.8762,10.0,132.17,22.61,783.9164,2.1951,15.27,1.8719,0.06625
2026-03-24T13:30:00+00:00,30.1227,16.48,167.23,29.64,681.7339,1.6273,14.86,1.1752,0.06625
2026-03-24T13:35:00+00:00,21.0532,11.71,135.9,18.5,847.8428,3.7081,14.77,1.4842,0.06625
2026-03-24T13:40:00+00:00,14.1318,10.0,220.75,17.56,825.0855,8.8719,14.51,0.9949,0.06625
2026-03-24T13:45:00+00:00,23.6306,10.0,147.71,19.39,1058.9926,2.8386,15.07,1.3412,0.06625
2026-03-24T13:50:00+00:00,20.2627,10.0,125.63,13.44,255.3545,0.5296,14.79,1.199,0.06625
2026-03-24T13:55:00+00:00,27.9333,10.0,123.17,19.07,668.9062,0.593,15.49,1.426,0.06625
2026-03-24T14:00:00+00:00,5.113,12.18,81.49,10.88,744.7975,1.3495,14.75,1.0804,0.06625
2026-03-24T14:05:00+00:00,12.8078,10.0,162.18,25.88,653.429,0.1195,15.32,1.6055,0.06625
2026-03-24T14:10:00+00:00,11.6249,12.94,99.41,22.51,425.2067,2.9351,15.05,0.6924,0.06625
2026-03-24T14:15:00+00:00,2.5579,10.0,186.88,28.71,335.1583,2.904,14.69,1.4248,0.06625
2026-03-24T14:20:00+00:00,20.762,10.0,77.84,7.3,861.5806,1.0737,14.94,1.1756,0.06625
2026-03-24T14:25:00+00:00,12.7776,10.0,142.6,32.01,470.7685,5.9699,15.05,0.8345,0.06625
2026-03-24T14:30:00+00:00,18.8378,10.0,189.25,7.69,221.2749,0.5291,14.85,1.7256,0.06625
2026-03-24T14:35:00+00:00,28.5586,10.0,38.66,10.31,874.1432,1.7611,15.06,1.6946,0.06625
2026-03-24T14:40:00+00:00,12.2805,10.0,228.83,14.35,774.7457,3.2783,15.06,0.5178,0.06625
2026-03-24T14:45:00+00:00,11.8731,11.97,117.41,27.85,631.0315,3.7841,15.02,1.193,0.06625
2026-03-24T14:50:00+00:00,15.112,10.0,143.23,20.28,431.3621,4.5552,14.89,1.3517,0.06625
2026-03-24T14:55:00+00:00,20.3235,13.18,162.86,16.99,631.6396,2.857,14.66,1.2725,0.06625
2026-03-24T15:00:00+00:00,9.5086,10.71,163.62,11.78,905.907,4.1018,14.88,1.5698,0.06625
2026-03-24T15:05:00+00:00,9.1231,12.26,142.99,7.7,198.3353,0.6698,14.93,1.5074,0.06625
2026-03-24T15:10:00+00:00,19.252,10.0,175.98,25.26,211.0157,3.8362,14.52,1.1947,0.06625
2026-03-24T15:15:00+00:00,15.1807,11.41,154.17,22.92,445.0688,3.8095,14.93,1.7983,0.06625
2026-03-24T15:20:00+00:00,0.6405,10.0,210.8,26.8,595.3492,5.0258,14.88,1.3962,0.06625
2026-03-24T15:25:00+00:00,5.5565,10.32,154.32,20.11,477.9371,1.3369,14.64,1.0097,0.06625
2026-03-24T15:30:00+00:00,21.9162,10.0,220.09,0.1,762.7142,0.1856,14.83,0.9494,0.06625
2026-03-24T15:35:00+00:00,15.3204,10.0,171.59,8.62,874.2186,3.6463,14.83,1.4881,0.06625
2026-03-24T15:40:00+00:00,8.3357,10.0,48.16,20.59,671.7023,3.3027,15.28,0.8773,0.06625
2026-03-24T15:45:00+00:00,11.8864,10.0,249.57,14.75,742.1182,2.984,14.94,0.9922,0.06625
2026-03-24T15:50:00+00:00,12.9883,10.0,104.31,13.42,670.035,4.1196,15.1,1.0433,0.06625
2026-03-24T15:55:00+00:00,17.3232,10.0,198.7,9.61,604.3871,0.8472,14.87,1.2218,0.06625
2026-03-24T16:00:00+00:00,3.615,10.0,126.89,22.92,234.1232,1.1396,14.52,1.038,0.06625
2026-03-24T16:05:00+00:00,6.7189,10.0,174.06,19.48,300.515,0.1483,15.03,0.701,0.06625
2026-03-24T16:10:00+00:00,13.4024,11.74,94.28,19.79,219.7833,0.9569,14.76,1.4447,0.06625
2026-03-24T16:15:00+00:00,11.1656,10.06,154.21,11.85,520.3867,1.0149,14.83,0.9748,0.06625
2026-03-24T16:20:00+00:00,15.1958,10.0,114.13,17.52,615.5824,0.6343,14.68,1.7021,0.06625
2026-03-24T16:25:00+00:00,4.3876,10.0,197.68,6.92,195.1973,0.5246,14.91,1.1873,0.06625
2026-03-24T16:30:00+00:00,13.9074,10.47,145.68,15.38,575.6616,1.458,15.11,1.4762,0.06625
2026-03-24T16:35:00+00:00,18.3141,10.0,168.35,0.1,338.7088,1.4338,15.08,1.2853,0.06625
2026-03-24T16:40:00+00:00,14.6855,10.0,26.99,5.31,290.2131,5.7483,15.21,1.4906,0.06625
2026-03-24T16:45:00+00:00,12.5993,10.75,121.77,14.03,401.1755,1.2116,15.24,1.2672,0.06625
2026-03-24T16:50:00+00:00,11.1893,10.0,144.39,32.91,277.3938,2.6883,14.48,1.1666,0.06625
2026-03-24T16:55:00+00:00,6.7555,10.0,135.87,3.68,709.1777,0.8462,14.65,1.424,0.06625
2026-03-24T17:00:00+00:00,10.6133,10.0,166.46,6.92,487.5397,0.8208,14.53,1.8299,0.06625
2026-03-24T17:05:00+00:00,18.6036,10.0,105.95,17.14,733.3443,1.4087,15.02,1.0031,0.06625
2026-03-24T17:10:00+00:00,10.3312,10.0,124.86,28.01,418.6667,1.1427,14.75,1.3226,0.06625
2026-03-24T17:15:00+00:00,5.7065,10.0,176.5,17.04,428.1193,0.414,14.8,1.0825,0.06625
2026-03-24T17:20:00+00:00,8.0919,10.0,18.73,20.54,997.8864,2.3674,14.85,1.2359,0.06625
2026-03-24T17:25:00+00:00,12.2504,10.0,149.51,13.26,123.7757,4.1523,14.97,1.0967,0.06625
2026-03-24T17:30:00+00:00,8.8043,10.0,107.41,12.05,850.6611,1.5733,14.6,0.4368,0.06625
2026-03-24T17:35:00+00:00,13.9572,10.0,81.03,16.2,943.1718,0.9018,14.64,1.024,0.06625
2026-03-24T17:40:00+00:00,14.1824,10.0,137.98,11.02,720.9951,0.7338,14.89,1.384,0.06625
2026-03-24T17:45:00+00:00,16.3792,10.0,178.61,20.69,446.9232,1.4714,15.13,0.8545,0.06625
2026-03-24T17:50:00+00:00,19.5867,10.0,170.02,4.38,886.2663,4.1515,14.89,1.3604,0.06625
2026-03-24T17:55:00+00:00,17.0205,10.0,116.47,21.85,449.1004,1.1062,14.73,1.1392,0.06625
2026-03-24T18:00:00+00:00,5.1946,10.0,161.53,15.68,343.5536,1.905,14.46,1.0226,0.06625
2026-03-24T18:05:00+00:00,5.3788,10.0,161.18,13.9,422.9329,4.9105,15.08,1.3517,0.06625
2026-03-24T18:10:00+00:00,10.3454,10.39,117.62,3.9,377.4516,2.9158,14.74,1.2843,0.06625
2026-03-24T18:15:00+00:00,8.0929,10.0,90.0,8.54,283.3442,0.4798,14.66,1.2062,0.06625
2026-03-24T18:20:00+00:00,3.97,10.0,92.63,23.79,797.502,2.3178,14.55,1.3848,0.06625
2026-03-24T18:25:00+00:00,8.1498,12.89,159.81,13.94,326.6379,0.3449,14.6,1.1409,0.06625
2026-03-24T18:30:00+00:00,7.9529,10.0,119.68,17.35,512.5883,2.841,14.7,0.5866,0.06625
2026-03-24T18:35:00+00:00,6.7689,10.46,73.89,9.24,159.057,3.0307,14.84,0.9666,0.06625
2026-03-24T18:40:00+00:00,8.9053,10.0,44.77,15.2,527.7027,0.7343,14.65,0.5387,0.06625
2026-03-24T18:45:00+00:00,17.8707,10.0,159.53,5.79,231.0185,2.3503,14.93,1.2772,0.06625
2026-03-24T18:50:00+00:00,11.9954,10.0,96.67,16.1,224.8785,1.7649,14.84,1.3489,0.06625
2026-03-24T18:55:00+00:00,25.6309,10.0,136.67,17.99,492.678,3.0894,15.34,1.3625,0.06625
2026-03-24T19:00:00+00:00,12.0684,10.0,179.17,17.87,793.7838,3.6627,14.55,1.2308,0.06625
2026-03-24T19:05:00+00:00,9.3049,10.0,62.95,9.3,639.6442,2.9549,14.92,1.3745,0.06625
2026-03-24T19:10:00+00:00,11.0701,10.0,120.58,13.23,656.8209,1.3936,14.93,0.6111,0.06625
2026-03-24T19:15:00+00:00,12.5843,10.0,114.85,19.39,497.0615,3.8667,14.68,1.0518,0.06625
2026-03-24T19:20:00+00:00,13.6569,10.0,139.95,14.14,445.6307,0.2539,14.91,0.6596,0.06625
2026-03-24T19:25:00+00:00,23.5056,10.0,179.14,13.61,727.3259,0.641,15.04,0.9766,0.06625
2026-03-24T19:30:00+00:00,5.9734,10.9,62.01,28.95,388.7465,4.3906,14.91,1.569,0.06625
2026-03-24T19:35:00+00:00,16.1996,10.0,148.62,8.97,738.1493,1.8597,15.17,1.4121,0.06625
2026-03-24T19:40:00+00:00,29.7772,57.53,616.56,70.22,4231.9804,114.862,13.07,12.9481,0.06625
2026-03-24T19:45:00+00:00,5.5173,23.49,583.54,32.13,2266.5372,112.7941,13.17,14.622,0.06625
2026-03-24T19:50:00+00:00,75.0967,431.77,836.55,100.0,3553.7567,50.9854,13.46,15.6958,0.06625
2026-03-24T19:55:00+00:00,91.7171,239.36,1045.35,100.0,4027.4183,56.4091,12.31,23.3623,0.06625
2026-03-24T20:00:00+00:00,18.6396,160.1,597.04,44.73,1118.7946,123.807,12.14,16.7642,0.06625
2026-03-24T20:05:00+00:00,55.3112,62.32,1078.46,45.82,4331.0198,154.222,12.53,23.9897,0.06625
2026-03-24T20:10:00+00:00,3.8803,124.53,623.32,8.55,5052.8288,109.4643,12.95,7.1009,0.06625
2026-03-24T20:15:00+00:00,15.0368,205.57,433.21,53.46,2202.5009,106.4051,12.27,16.7719,0.06625
2026-03-24T20:20:00+00:00,97.4098,212.02,1140.0,100.0,9991.4098,117.943,14.04,11.7377,0.06625
2026-03-24T20:25:00+00:00,26.6991,211.95,798.99,32.54,2786.3995,91.7872,12.91,16.5928,0.06625
2026-03-24T20:30:00+00:00,14.6294,288.6,575.92,60.68,6475.1578,41.1105,13.66,10.5911,0.06625
2026-03-24T20:35:00+00:00,48.2078,83.01,316.62,27.28,2958.104,84.92,12.86,11.1449,0.06625
2026-03-24T20:40:00+00:00,36.7558,88.71,769.43,77.98,4627.3865,150.1055,12.33,23.8053,0.06625
2026-03-24T20:45:00+00:00,46.4748,126.29,1049.13,53.64,3573.7518,138.1418,13.51,27.3775,0.06625
2026-03-24T20:50:00+00:00,86.551,448.27,588.84,100.0,4291.642,156.6212,13.34,25.9509,0.06625
2026-03-24T20:55:00+00:00,12.5077,183.6,427.54,41.67,4848.56,50.3691,12.51,19.0624,0.06625
2026-03-24T21:00:00+00:00,21.0392,136.37,279.58,31.66,4224.7659,98.9362,13.85,15.3087,0.06625
2026-03-24T21:05:00+00:00,66.0155,250.99,1132.42,75.88,8542.4075,108.9971,12.78,18.3265,0.06625
2026-03-24T21:10:00+00:00,60.1437,103.16,665.21,43.34,1827.5207,59.7134,13.81,17.0084,0.06625
2026-03-24T21:15:00+00:00,102.7983,369.37,420.46,51.4,8063.2371,56.7476,13.44,21.6782,0.06625
2026-03-24T21:20:00+00:00,39.1553,187.02,964.98,100.0,3284.9886,135.7143,13.17,27.3515,0.06625
2026-03-24T21:25:00+00:00,50.6979,124.4,524.92,50.65,1525.5191,122.3978,12.44,13.6713,0.06625
2026-03-24T21:30:00+00:00,40.1797,324.84,1131.73,11.74,6751.5456,120.0042,13.08,25.0823,0.06625
2026-03-24T21:35:00+00:00,69.9054,138.26,494.94,47.49,4022.2507,67.0937,13.22,8.3288,0.06625
2026-03-24T21:40:00+00:00,22.4127,169.12,517.3,100.0,4705.4604,100.1382,12.16,17.3362,0.06625
2026-03-24T21:45:00+00:00,84.6997,210.82,580.21,60.87,6603.7306,37.2347,13.72,18.5633,0.06625
2026-03-24T21:50:00+00:00,35.0033,276.3,620.25,100.0,6669.6921,50.4746,12.14,13.1358,0.06625
2026-03-24T21:55:00+00:00,111.4101,406.75,878.52,63.18,9004.6837,100.094,12.94,19.4817,0.06625
2026-03-24T22:00:00+00:00,78.2181,322.72,938.38,100.0,3290.4648,71.2994,12.1,23.0746,0.06625
2026-03-24T22:05:00+00:00,44.6428,426.22,1033.05,100.0,11597.9173,160.596,13.48,25.5074,0.06625
2026-03-24T22:10:00+00:00,60.8199,298.0,951.42,100.0,12714.9162,95.203,12.58,16.1132,0.06625
2026-03-24T22:15:00+00:00,75.3821,169.87,715.49,44.82,4677.0717,43.3056,12.29,17.4108,0.06625
2026-03-24T22:20:00+00:00,55.6345,203.29,1011.74,40.63,1358.8959,34.0128,12.4,11.1854,0.06625
2026-03-24T22:25:00+00:00,64.0581,293.85,698.91,100.0,2999.5887,126.6246,12.34,22.8805,0.06625
2026-03-24T22:30:00+00:00,78.1801,137.82,890.29,87.06,6046.6225,55.6558,13.62,25.8873,0.06625
2026-03-24T22:35:00+00:00,18.9501,10.0,287.0,25.53,1163.5354,2.9417,14.83,1.0165,0.06625
2026-03-24T22:40:00+00:00,15.1908,10.0,156.0,15.69,664.27,2.4016,14.62,1.0048,0.06625
2026-03-24T22:45:00+00:00,6.639,10.0,73.87,19.69,505.704,2.222,14.76,1.1602,0.06625
2026-03-24T22:50:00+00:00,9.5222,14.33,175.23,9.0,488.6494,5.3585,14.96,1.4289,0.06625
2026-03-24T22:55:00+00:00,15.8107,10.73,95.3,14.44,329.3194,0.7512,14.88,1.2236,0.06625
2026-03-24T23:00:00+00:00,23.4294,15.39,185.59,14.16,946.1747,4.5629,15.05,1.5959,0.06625
2026-03-24T23:05:00+00:00,25.8324,11.4,134.51,21.87,704.5135,0.532,15.08,1.5089,0.06625
2026-03-24T23:10:00+00:00,20.8137,10.74,124.08,20.94,1252.488,4.2179,14.84,1.6179,0.06625
2026-03-24T23:15:00+00:00,17.8602,10.0,217.51,23.53,884.583,4.4667,14.52,1.5795,0.06625
2026-03-24T23:20:00+00:00,20.6294,10.49,169.96,16.86,935.0147,1.4139,14.73,1.6378,0.06625
2026-03-24T23:25:00+00:00,12.136,10.49,188.5,13.78,667.0045,5.3219,14.87,0.823,0.06625
2026-03-24T23:30:00+00:00,15.2171,10.0,163.96,21.57,454.7731,2.9381,14.73,1.3632,0.06625
2026-03-24T23:35:00+00:00,11.1917,10.0,123.87,13.08,509.1354,0.2455,14.67,1.5344,0.06625
2026-03-24T23:40:00+00:00,8.644,10.0,172.01,27.84,385.2189,1.2517,14.9,1.5886,0.06625
2026-03-24T23:45:00+00:00,18.1378,11.94,199.27,19.49,955.1293,4.2655,15.37,0.9377,0.06625
2026-03-24T23:50:00+00:00,17.2496,12.11,150.28,18.01,631.3019,3.8461,14.79,1.3662,0.06625
2026-03-24T23:55:00+00:00,20.2624,10.0,226.29,23.53,965.6558,0.1161,14.88,1.1915,0.06625
2026-03-25T00:00:00+00:00,21.2767,13.69,190.78,21.47,833.9786,1.7215,14.62,1.7541,0.158333
2026-03-25T00:05:00+00:00,19.4559,11.34,161.67,10.39,726.7954,2.407,15.13,0.7838,0.158333
2026-03-25T00:10:00+00:00,21.3397,10.0,163.47,14.57,507.5993,0.9848,15.06,0.9692,0.158333
2026-03-25T00:15:00+00:00,17.7439,10.26,158.26,29.4,875.4082,6.7156,15.05,0.6568,0.158333
2026-03-25T00:20:00+00:00,20.4773,15.88,94.94,22.59,745.3417,2.4673,15.16,1.2434,0.158333
2026-03-25T00:25:00+00:00,13.6431,10.0,147.89,10.23,1025.546,1.8764,14.8,1.8792,0.158333
2026-03-25T00:30:00+00:00,20.2182,12.41,162.09,24.46,621.1473,4.3817,14.82,1.1867,0.158333
2026-03-25T00:35:00+00:00,22.0105,17.71,133.03,18.09,954.0269,1.2696,15.23,1.2303,0.158333
2026-03-25T00:40:00+00:00,13.9819,10.0,167.4,15.88,1210.2121,4.0149,15.01,1.3651,0.158333
2026-03-25T00:45:00+00:00,18.311,12.01,152.97,13.99,868.139,1.3355,14.44,1.1651,0.158333
2026-03-25T00:50:00+00:00,14.2584,10.0,187.28,29.0,996.3229,1.0927,14.97,1.3098,0.158333
2026-03-25T00:55:00+00:00,14.841,17.86,182.24,8.24,942.9726,4.0981,14.77,1.3177,0.158333
2026-03-25T01:00:00+00:00,13.1139,13.25,167.49,17.85,1346.9922,5.1404,15.06,0.9774,0.158333
2026-03-25T01:05:00+00:00,27.4581,13.72,97.52,24.55,965.3594,0.4534,14.97,1.2028,0.158333
2026-03-25T01:10:00+00:00,26.2576,18.43,241.53,34.76,1047.459,0.2204,14.54,1.4536,0.158333
2026-03-25T01:15:00+00:00,23.0881,15.93,153.4,27.59,863.4003,3.1349,14.94,1.5096,0.158333
2026-03-25T01:20:00+00:00,31.6967,10.4,156.18,17.79,678.8722,0.7539,14.93,1.6206,0.158333
2026-03-25T01:25:00+00:00,18.728,11.22,144.25,34.41,570.4254,1.4628,14.96,1.3317,0.158333
2026-03-25T01:30:00+00:00,38.0541,15.33,137.6,14.22,1189.2003,3.7528,15.0,1.3378,0.158333
2026-03-25T01:35:00+00:00,18.4983,11.31,230.28,25.57,620.3795,0.9118,15.18,1.4561,0.158333
2026-03-25T01:40:00+00:00,21.3947,10.0,223.07,27.12,1058.9355,1.9309,14.97,1.0526,0.158333
2026-03-25T01:45:00+00:00,17.4768,13.36,180.13,17.54,976.4735,0.6022,14.89,1.0403,0.158333
2026-03-25T01:50:00+00:00,22.0975,10.0,154.97,28.59,1101.9157,2.0199,15.11,1.1936,0.158333
2026-03-25T01:55:00+00:00,24.8772,19.37,188.1,20.11,743.7913,1.7268,15.33,0.8486,0.158333
2026-03-25T02:00:00+00:00,20.9165,15.64,170.57,30.17,742.3175,1.4057,15.07,1.3821,0.158333
2026-03-25T02:05:00+00:00,32.2603,11.74,158.53,12.42,1034.593,0.7842,14.92,1.5747,0.158333
2026-03-25T02:10:00+00:00,23.0349,12.48,182.62,27.64,866.9146,5.2799,14.97,1.047,0.158333
2026-03-25T02:15:00+00:00,23.2229,10.0,147.08,22.42,632.2429,6.3303,14.93,1.3905,0.158333
2026-03-25T02:20:00+00:00,16.146,11.04,178.7,33.35,1424.6314,0.1164,14.89,1.0713,0.158333
2026-03-25T02:25:00+00:00,24.111,18.66,176.51,24.99,742.148,2.5135,15.31,0.955,0.158333
2026-03-25T02:30:00+00:00,20.7958,23.03,194.69,34.04,691.5918,0.0792,14.73,1.8767,0.158333
2026-03-25T02:35:00+00:00,17.9506,17.62,138.97,28.85,879.4661,1.3814,15.11,0.9593,0.158333
2026-03-25T02:40:00+00:00,16.9412,14.67,199.58,24.41,1253.2146,5.6069,14.86,0.8762,0.158333
2026-03-25T02:45:00+00:00,37.6306,13.44,125.87,30.81,398.3162,1.0666,14.59,1.3244,0.158333
2026-03-25T02:50:00+00:00,20.0191,11.56,141.09,30.86,1232.4709,1.4279,14.84,1.3406,0.158333
2026-03-25T02:55:00+00:00,12.8581,22.42,143.08,28.6,712.1316,0.1149,14.77,1.4602,0.158333
2026-03-25T03:00:00+00:00,18.9018,15.56,124.61,10.62,1064.1212,4.2924,15.0,1.8852,0.158333
2026-03-25T03:05:00+00:00,22.7818,23.86,219.81,19.79,828.9882,4.5265,14.9,1.0517,0.158333
2026-03-25T03:10:00+00:00,26.3712,21.26,129.31,36.36,1495.9691,1.1144,14.68,1.1113,0.158333
2026-03-25T03:15:00+00:00,26.4199,10.0,141.63,17.88,1029.1449,1.9082,15.18,1.7675,0.158333
2026-03-25T03:20:00+00:00,27.1509,13.85,230.74,32.84,820.967,0.6778,15.1,1.5666,0.158333
2026-03-25T03:25:00+00:00,19.222,13.83,147.48,31.61,922.7171,3.7271,15.2,1.5249,0.158333
2026-03-25T03:30:00+00:00,25.1338,15.96,164.92,21.59,1020.3992,4.4041,14.93,1.1079,0.158333
2026-03-25T03:35:00+00:00,17.8348,16.03,127.35,12.7,1042.4091,0.8241,14.87,1.6226,0.158333
2026-03-25T03:40:00+00:00,19.3733,27.03,211.48,22.68,1107.6805,6.187,15.02,1.5258,0.158333
2026-03-25T03:45:00+00:00,17.5849,12.36,212.11,41.21,997.6387,0.8465,14.76,1.3417,0.158333
2026-03-25T03:50:00+00:00,15.9608,17.07,207.19,20.62,653.6993,4.5773,14.91,1.1094,0.158333
2026-03-25T03:55:00+00:00,29.4764,18.46,198.01,21.11,912.923,2.2997,14.84,1.3169,0.158333
2026-03-25T04:00:00+00:00,28.3671,17.19,181.68,20.73,1194.1517,0.9926,14.59,1.7985,0.158333
2026-03-25T04:05:00+00:00,30.0954,17.59,154.42,36.22,875.0164,1.1813,14.91,0.9757,0.158333
2026-03-25T04:10:00+00:00,24.4713,13.43,141.16,26.02,1210.6824,1.933,14.79,1.064,0.158333
2026-03-25T04:15:00+00:00,28.8962,17.58,237.15,23.33,1050.4166,2.4168,14.83,1.1156,0.158333
2026-03-25T04:20:00+00:00,13.6676,19.04,213.2,37.61,988.0521,0.1597,14.95,1.1807,0.158333
2026-03-25T04:25:00+00:00,29.4139,18.38,146.71,31.77,1341.0231,1.5321,15.13,1.2992,0.158333
2026-03-25T04:30:00+00:00,25.2981,19.25,180.14,21.28,607.9543,0.4587,14.71,1.5915,0.158333
2026-03-25T04:35:00+00:00,27.998,22.28,164.64,19.15,873.6569,0.4301,14.81,1.4423,0.158333
2026-03-25T04:40:00+00:00,26.5155,20.57,126.88,35.82,1350.5943,0.3654,14.73,1.3222,0.158333
2026-03-25T04:45:00+00:00,18.3131,17.45,186.43,27.83,1499.9994,0.2999,14.71,1.387,0.158333
2026-03-25T04:50:00+00:00,15.2471,12.98,159.38,16.87,1613.9852,1.1597,14.76,1.4911,0.158333
2026-03-25T04:55:00+00:00,19.9631,15.04,134.89,15.23,1055.076,2.8649,14.84,0.7994,0.158333
2026-03-25T05:00:00+00:00,28.3442,17.0,113.92,20.56,1184.9336,2.2414,15.0,1.6374,0.158333
2026-03-25T05:05:00+00:00,29.0952,18.7,110.05,19.7,1274.8162,5.9487,14.94,1.068,0.158333
2026-03-25T05:10:00+00:00,16.747,16.07,164.43,14.05,1389.228,2.4209,14.67,1.1829,0.158333
2026-03-25T05:15:00+00:00,19.0681,14.43,177.48,20.68,1148.7322,2.9387,15.14,1.418,0.158333
2026-03-25T05:20:00+00:00,20.6153,13.52,141.45,21.94,1301.9965,2.0128,15.07,1.2933,0.158333
2026-03-25T05:25:00+00:00,22.8108,11.85,211.04,25.14,1185.4027,3.6313,14.7,1.462,0.158333
2026-03-25T05:30:00+00:00,16.7824,16.95,178.38,40.23,1201.0152,3.4329,15.12,1.3585,0.158333
2026-03-25T05:35:00+00:00,16.4224,12.5,207.67,26.51,840.8669,1.67,14.94,1.2291,0.158333
2026-03-25T05:40:00+00:00,20.0237,14.19,173.02,27.2,988.1558,2.3453,14.85,1.7745,0.158333
2026-03-25T05:45:00+00:00,25.4722,16.38,145.47,31.94,939.7669,0.5119,14.95,1.5283,0.158333
2026-03-25T05:50:00+00:00,17.8711,12.99,186.57,26.71,773.2354,3.2274,14.87,1.4065,0.158333
2026-03-25T05:55:00+00:00,24.2598,19.16,123.79,31.18,657.5579,1.7578,14.99,1.5237,0.158333
2026-03-25T06:00:00+00:00,31.5513,20.66,207.0,30.56,974.0931,3.5537,14.92,1.1084,0.158333
2026-03-25T06:05:00+00:00,17.3893,16.02,139.67,29.46,1014.0294,1.9537,14.81,1.9724,0.158333
2026-03-25T06:10:00+00:00,23.9613,16.43,224.27,47.97,1106.2593,1.0259,14.47,0.9937,0.158333
2026-03-25T06:15:00+00:00,31.3485,19.93,166.97,34.98,1218.9345,1.5349,14.98,1.354,0.158333
2026-03-25T06:20:00+00:00,22.6904,15.43,230.85,21.03,1127.0306,1.6816,14.8,1.2341,0.158333
2026-03-25T06:25:00+00:00,21.758,15.18,131.21,31.19,1015.7722,4.5946,15.03,1.2227,0.158333
2026-03-25T06:30:00+00:00,32.181,22.31,151.49,23.06,851.2184,8.467,14.97,1.1837,0.158333
2026-03-25T06:35:00+00:00,23.3628,21.18,199.77,31.72,1299.2673,4.4397,14.81,1.0885,0.158333
2026-03-25T06:40:00+00:00,31.827,20.17,235.77,18.97,1054.5444,0.8693,15.08,1.6765,0.158333
2026-03-25T06:45:00+00:00,27.7738,21.33,258.4,20.85,971.5526,3.2596,14.92,0.9586,0.158333
2026-03-25T06:50:00+00:00,23.1429,10.88,184.29,31.01,1033.3864,3.3467,14.91,1.6151,0.158333
2026-03-25T06:55:00+00:00,28.0781,22.87,266.2,35.58,896.8139,0.1497,14.85,1.5146,0.158333
2026-03-25T07:00:00+00:00,26.8774,19.21,168.16,31.89,937.7908,0.5216,15.21,1.2016,0.158333
2026-03-25T07:05:00+00:00,31.08,21.43,231.47,34.35,929.8447,1.8734,14.73,1.4757,0.158333
2026-03-25T07:10:00+00:00,21.6646,19.19,138.4,30.99,998.6249,3.6154,14.81,1.2685,0.158333
2026-03-25T07:15:00+00:00,25.2019,17.97,200.53,29.58,1234.398,1.2236,14.63,0.9856,0.158333
2026-03-25T07:20:00+00:00,24.5856,16.8,74.58,24.85,1172.2372,0.5582,15.02,0.9888,0.158333
2026-03-25T07:25:00+00:00,29.1796,19.12,130.22,34.07,1457.1436,3.1453,14.76,1.5125,0.158333
2026-03-25T07:30:00+00:00,18.8036,16.67,202.64,35.55,1373.3915,2.0834,14.78,1.497,0.158333
2026-03-25T07:35:00+00:00,31.0565,20.92,121.52,27.93,1559.5647,4.8325,14.77,1.3885,0.158333
2026-03-25T07:40:00+00:00,27.7526,12.08,200.83,27.56,1210.2489,0.8227,14.89,1.1985,0.158333
2026-03-25T07:45:00+00:00,17.0531,15.85,222.7,39.52,1206.2355,6.7043,14.63,1.2588,0.158333
2026-03-25T07:50:00+00:00,32.2042,25.16,158.5,28.23,948.6053,1.076,14.43,1.2182,0.158333
